,LargeMass,,
t,x,y,
3.767,-6.289E-2,-4.525E-3
3.800,-6.413E-2,-1.301E-2
3.833,-6.588E-2,-2.049E-2
3.867,-6.734E-2,-2.529E-2
3.900,-6.764E-2,-2.586E-2
3.933,-6.642E-2,-2.228E-2
3.967,-6.471E-2,-1.554E-2
4.000,-6.320E-2,-7.361E-3
4.033,-6.257E-2,2.145E-4
4.067,-6.216E-2,6.322E-3
4.100,-6.226E-2,9.621E-3
4.133,-6.223E-2,9.648E-3
4.167,-6.227E-2,6.438E-3
4.200,-6.257E-2,4.659E-4
4.233,-6.324E-2,-7.076E-3
4.267,-6.446E-2,-1.474E-2
4.300,-6.626E-2,-2.148E-2
4.333,-6.724E-2,-2.518E-2
4.367,-6.699E-2,-2.429E-2
4.400,-6.587E-2,-2.021E-2
4.433,-6.439E-2,-1.350E-2
4.467,-6.311E-2,-5.958E-3
4.500,-6.259E-2,1.013E-3
4.533,-6.234E-2,5.922E-3
4.567,-6.224E-2,8.090E-3
4.600,-6.225E-2,7.270E-3
4.633,-6.240E-2,3.689E-3
4.667,-6.287E-2,-2.711E-3
4.700,-6.375E-2,-1.021E-2
4.733,-6.505E-2,-1.696E-2
4.767,-6.640E-2,-2.226E-2
4.800,-6.707E-2,-2.439E-2
4.833,-6.651E-2,-2.240E-2
4.867,-6.520E-2,-1.773E-2
4.900,-6.375E-2,-1.087E-2
4.933,-6.293E-2,-3.778E-3
4.967,-6.238E-2,2.405E-3
5.000,-6.222E-2,6.007E-3
5.033,-6.223E-2,6.921E-3
5.067,-6.232E-2,5.088E-3
5.100,-6.259E-2,4.500E-4
5.133,-6.319E-2,-5.826E-3
5.167,-6.416E-2,-1.262E-2
5.200,-6.556E-2,-1.877E-2
5.233,-6.643E-2,-2.230E-2
5.267,-6.650E-2,-2.237E-2
5.300,-6.563E-2,-1.955E-2
5.333,-6.442E-2,-1.417E-2
5.367,-6.324E-2,-7.545E-3
5.400,-6.258E-2,-1.446E-3
5.433,-6.227E-2,3.234E-3
5.467,-6.229E-2,5.521E-3
5.500,-6.232E-2,5.341E-3
5.533,-6.235E-2,2.597E-3
5.567,-6.263E-2,-2.258E-3
5.600,-6.348E-2,-8.775E-3
5.633,-6.468E-2,-1.503E-2
5.667,-6.555E-2,-1.941E-2
5.700,-6.615E-2,-2.141E-2
5.733,-6.581E-2,-2.026E-2
5.767,-6.501E-2,-1.634E-2
5.800,-6.380E-2,-1.068E-2
5.833,-6.290E-2,-4.532E-3
5.867,-6.250E-2,2.884E-4
5.900,-6.228E-2,3.798E-3
5.933,-6.223E-2,4.615E-3
5.967,-6.231E-2,3.080E-3
6.000,-6.258E-2,-9.180E-4
6.033,-6.320E-2,-6.356E-3
